466301	VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA
466302	VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA, GASFITERIA Y CALEFACCION
466901	VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS
466902	VENTA AL POR MAYOR DE DESECHOS METALICOS (CHATARRA)
466909	VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P.
469000	VENTA AL POR MAYOR NO ESPECIALIZADA
471100	VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)
471910	VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS)
471990	OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.
472101	VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET)
472102	VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE CARNE Y PRODUCTOS CARNICOS
472103	VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERIAS)
472104	VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS
472105	VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERIA Y PASTELERIA
472109	VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P.
472200	VENTA AL POR MENOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERIAS)
472300	VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS
473000	VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
474100	VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFERICO, PROGRAMAS INFORMATICOS Y EQUIPO DE TELECOM.
474200	VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS
475100	VENTA AL POR MENOR DE TELAS, LANAS, HILOS Y SIMILARES EN COMERCIOS ESPECIALIZADOS
475201	VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUCCION
475202	VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS
475203	VENTA AL POR MENOR DE PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
475300	VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS
475901	VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS
475902	VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES EN COMERCIOS ESPECIALIZADOS
475909	VENTA AL POR MENOR DE APARATOS ELECTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS N.C.P.
476101	VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS
476102	VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS
476103	VENTA AL POR MENOR DE ARTICULOS DE PAPELERIA Y ESCRITORIO EN COMERCIOS ESPECIALIZADOS
476200	VENTA AL POR MENOR DE GRABACIONES DE MUSICA Y DE VIDEO EN COMERCIOS ESPECIALIZADOS
476301	VENTA AL POR MENOR DE ARTICULOS DE CAZA Y PESCA EN COMERCIOS ESPECIALIZADOS
476302	VENTA AL POR MENOR DE BICICLETAS Y SUS REPUESTOS EN COMERCIOS ESPECIALIZADOS
476309	VENTA AL POR MENOR DE OTROS ARTICULOS Y EQUIPOS DE DEPORTE N.C.P.
476400	VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS
477101	VENTA AL POR MENOR DE CALZADO EN COMERCIOS ESPECIALIZADOS
477102	VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS
477103	VENTA AL POR MENOR DE CARTERAS, MALETAS Y OTROS ACCESORIOS DE VIAJE EN COMERCIOS ESPECIALIZADOS
477201	VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES EN COMERCIOS ESPECIALIZADOS
477202	VENTA AL POR MENOR DE ARTICULOS ORTOPEDICOS EN COMERCIOS ESPECIALIZADOS
477203	VENTA AL POR MENOR DE ARTICULOS DE PERFUMERIA, DE TOCADOR Y COSMETICOS EN COMERCIOS ESPECIALIZADOS
477310	VENTA AL POR MENOR DE GAS LICUADO EN BOMBONAS (CILINDROS) EN COMERCIOS ESPECIALIZADOS
477391	VENTA AL POR MENOR DE ALIMENTO Y ACCESORIOS PARA MASCOTAS EN COMERCIOS ESPECIALIZADOS
477392	VENTA AL POR MENOR DE ARMAS Y MUNICIONES EN COMERCIOS ESPECIALIZADOS
477393	VENTA AL POR MENOR DE ARTICULOS OPTICOS EN COMERCIOS ESPECIALIZADOS
477394	VENTA AL POR MENOR DE ARTICULOS DE JOYERIA, BISUTERIA Y RELOJERIA EN COMERCIOS ESPECIALIZADOS
477395	VENTA AL POR MENOR DE CARBON, LEÑA Y OTROS COMBUSTIBLES DE USO DOMESTICO EN COMERCIOS ESPECIALIZADOS
477396	VENTA AL POR MENOR DE RECUERDOS, ARTESANIAS Y ARTICULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS
477397	VENTA AL POR MENOR DE FLORES, PLANTAS, ARBOLES, SEMILLAS Y ABONOS EN COMERCIOS ESPECIALIZADOS
477398	VENTA AL POR MENOR DE MASCOTAS EN COMERCIOS ESPECIALIZADOS
477399	VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.
477401	VENTA AL POR MENOR DE ANTIGÜEDADES EN COMERCIOS
477402	VENTA AL POR MENOR DE ROPA USADA EN COMERCIOS
477409	VENTA AL POR MENOR DE OTROS ARTICULOS DE SEGUNDA MANO EN COMERCIOS N.C.P.
478100	VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS)
478200	VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS
478900	VENTA AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS)
479100	VENTA AL POR MENOR POR CORREO, POR INTERNET Y VIA TELEFONICA
479901	VENTA AL POR MENOR REALIZADA POR INDEPENDIENTES EN LA LOCOMOCION COLECTIVA (LEY 20.388)
479902	VENTA AL POR MENOR MEDIANTE MAQUINAS EXPENDEDORAS
479903	VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS)
479909	OTRAS ACTIVIDADES DE VENTA POR MENOR NO REALIZADAS EN COMERCIOS, PUESTOS DE VENTA O MERCADOS N.C.P.
491100	TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL
491200	TRANSPORTE DE CARGA POR FERROCARRIL
492110	TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VIA METRO Y METROTREN
492120	TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VIA LOCOMOCION COLECTIVA
492130	TRANSPORTE DE PASAJEROS VIA TAXI COLECTIVO
492190	OTRAS ACTIVIDADES DE TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VIA TERRESTRE N.C.P.
492210	SERVICIOS DE TRANSPORTE DE ESCOLARES
492220	SERVICIOS DE TRANSPORTE DE TRABAJADORES
492230	SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS
492240	SERVICIOS DE TRANSPORTE A TURISTAS
492250	TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS
492290	OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.
492300	TRANSPORTE DE CARGA POR CARRETERA
493010	TRANSPORTE POR OLEODUCTOS
493020	TRANSPORTE POR GASODUCTOS
493090	OTRAS ACTIVIDADES DE TRANSPORTE POR TUBERIAS N.C.P.
501100	TRANSPORTE DE PASAJEROS MARITIMO Y DE CABOTAJE
501200	TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE
502100	TRANSPORTE DE PASAJEROS POR VIAS DE NAVEGACION INTERIORES
502200	TRANSPORTE DE CARGA POR VIAS DE NAVEGACION INTERIORES
511000	TRANSPORTE DE PASAJEROS POR VIA AEREA
512000	TRANSPORTE DE CARGA POR VIA AEREA
521001	EXPLOTACION DE FRIGORIFICOS PARA ALMACENAMIENTO Y DEPOSITO
521009	OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.
522110	EXPLOTACION DE TERMINALES TERRESTRES DE PASAJEROS
522120	EXPLOTACION DE ESTACIONAMIENTOS DE VEHICULOS AUTOMOTORES Y PARQUIMETROS
522130	SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS
522190	ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P.
522200	ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUATICO
522300	ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AEREO
522400	MANIPULACION DE LA CARGA
522910	AGENCIAS DE ADUANAS
522920	AGENCIAS DE NAVES
522990	OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.
531000	ACTIVIDADES POSTALES
532000	ACTIVIDADES DE MENSAJERIA
551001	ACTIVIDADES DE HOTELES
551002	ACTIVIDADES DE MOTELES
551003	ACTIVIDADES DE RESIDENCIALES PARA TURISTAS
551009	OTRAS ACTIVIDADES DE ALOJAMIENTO PARA TURISTAS N.C.P.
552000	ACTIVIDADES DE CAMPING Y DE PARQUES PARA CASAS RODANTES
559001	ACTIVIDADES DE RESIDENCIALES PARA ESTUDIANTES Y TRABAJADORES
559009	OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.
561000	ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS
562100	SUMINISTRO DE COMIDAS POR ENCARGO (SERVICIOS DE BANQUETERIA)
562900	SUMINISTRO INDUSTRIAL DE COMIDAS POR ENCARGO, CONCESION DE SERVICIOS DE ALIMENTACION
563001	ACTIVIDADES DE DISCOTECAS Y CABARET (NIGHT CLUB), CON PREDOMINIO DEL SERVICIO DE BEBIDAS
563009	OTRAS ACTIVIDADES DE SERVICIO DE BEBIDAS N.C.P.
581100	EDICION DE LIBROS
581200	EDICION DE DIRECTORIOS Y LISTAS DE CORREO
581300	EDICION DE DIARIOS, REVISTAS Y OTRAS PUBLICACIONES PERIODICAS
581900	OTRAS ACTIVIDADES DE EDICION
582000	EDICION DE PROGRAMAS INFORMATICOS
591100	ACTIVIDADES DE PRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS Y PROGRAMAS DE TELEVISION
591200	ACTIVIDADES DE POSTPRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS Y PROGRAMAS DE TELEVISION
591300	ACTIVIDADES DE DISTRIBUCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS Y PROGRAMAS DE TELEVISION
591400	ACTIVIDADES DE EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y CINTAS DE VIDEO
592000	ACTIVIDADES DE GRABACION DE SONIDO Y EDICION DE MUSICA
601000	TRANSMISIONES DE RADIO
602000	PROGRAMACION Y TRANSMISIONES DE TELEVISION
611010	TELEFONIA FIJA
611020	TELEFONIA LARGA DISTANCIA
611030	TELEVISION DE PAGO POR CABLE
611090	OTROS SERVICIOS DE TELECOMUNICACIONES ALAMBRICAS N.C.P.
612010	TELEFONIA MOVIL CELULAR
612020	RADIOCOMUNICACIONES MOVILES
612030	TELEVISION DE PAGO INALAMBRICA
612090	OTROS SERVICIOS DE TELECOMUNICACIONES INALAMBRICAS N.C.P.
613010	TELEFONIA MOVIL SATELITAL
613020	TELEVISION DE PAGO SATELITAL
613090	OTROS SERVICIOS DE TELECOMUNICACIONES POR SATELITE N.C.P.
619010	CENTROS DE LLAMADOS Y CENTROS DE ACCESO A INTERNET
619090	OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.
620100	ACTIVIDADES DE PROGRAMACION INFORMATICA
620200	ACTIVIDADES DE CONSULTORIA DE INFORMATICA Y DE GESTION DE INSTALACIONES INFORMATICAS
620900	OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS
631100	PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS
631200	PORTALES WEB
639100	ACTIVIDADES DE AGENCIAS DE NOTICIAS
639900	OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACION N.C.P.
641100	BANCA CENTRAL
641910	ACTIVIDADES BANCARIAS
641990	OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.
642000	ACTIVIDADES DE SOCIEDADES DE CARTERA
643000	FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES
649100	LEASING FINANCIERO
649201	FINANCIERAS
649202	ACTIVIDADES DE CREDITO PRENDARIO
649203	CAJAS DE COMPENSACION
649209	OTRAS ACTIVIDADES DE CONCESION DE CREDITO N.C.P.
649900	OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.
651100	SEGUROS DE VIDA
651210	SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES
651220	ACTIVIDADES DE ISAPRES
652000	REASEGUROS
653000	FONDOS DE PENSIONES
661100	ADMINISTRACION DE MERCADOS FINANCIEROS
661201	ACTIVIDADES DE SECURITIZADORAS
661202	CORREDORES DE BOLSA
661203	AGENTES DE VALORES
661204	ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA
661209	OTROS SERVICIOS DE CORRETAJE DE VALORES Y COMMODITIES N.C.P.
661901	ACTIVIDADES DE CAMARAS DE COMPENSACION
661902	ADMINISTRACION DE TARJETAS DE CREDITO
661903	EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO
661904	ACTIVIDADES DE CLASIFICADORAS DE RIESGO
661909	OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.
662100	EVALUACION DE RIESGOS Y DAÑOS (INCLUYE ACTIVIDADES DE LIQUIDADORES DE SEGUROS)
662200	ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS
662900	OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES
663010	ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP)
663091	ADMINISTRADORAS DE FONDOS DE INVERSION
663092	ADMINISTRADORAS DE FONDOS MUTUOS
663093	ADMINISTRADORAS DE FICES (FONDOS DE INVERSION DE CAPITAL EXTRANJERO)
663094	ADMINISTRADORAS DE FONDOS PARA LA VIVIENDA
663099	ADMINISTRADORAS DE FONDOS PARA OTROS FINES N.C.P.
681011	ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS
681012	COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES
681020	SERVICIOS IMPUTADOS DE ALQUILER DE VIVIENDAS
682000	ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA
691001	SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA
691002	SERVICIO NOTARIAL
691003	CONSERVADOR DE BIENES RAICES
691004	RECEPTORES JUDICIALES
691009	SERVICIOS DE ARBITRAJE, SINDICOS DE QUIEBRA Y PERITOS JUDICIALES, OTRAS ACTIVIDADES JURIDICAS N.C.P.
692000	ACTIVIDADES DE CONTABILIDAD, TENEDURIA DE LIBROS Y AUDITORIA, CONSULTORIA FISCAL
701000	ACTIVIDADES DE OFICINAS PRINCIPALES
702000	ACTIVIDADES DE CONSULTORIA DE GESTION
711001	SERVICIOS DE ARQUITECTURA (DISEÑO DE EDIFICIOS, DIBUJO DE PLANOS DE CONSTRUCCION, ENTRE OTROS)
711002	EMPRESAS DE SERVICIOS DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
711003	SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
712001	ACTIVIDADES DE PLANTAS DE REVISION TECNICA PARA VEHICULOS AUTOMOTORES
712009	OTROS SERVICIOS DE ENSAYOS Y ANALISIS TECNICOS (EXCEPTO ACTIVIDADES DE PLANTAS DE REVISION TECNICA)
721000	INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA
722000	INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES
731001	SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS
731002	SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES
732000	ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINION PUBLICA
741001	ACTIVIDADES DE DISEÑO DE VESTUARIO
741002	ACTIVIDADES DE DISEÑO Y DECORACION DE INTERIORES
741009	OTRAS ACTIVIDADES ESPECIALIZADAS DE DISEÑO N.C.P.
742001	SERVICIOS DE REVELADO, IMPRESION Y AMPLIACION DE FOTOGRAFIAS
742002	SERVICIOS Y ACTIVIDADES DE FOTOGRAFIA
742003	SERVICIOS PERSONALES DE FOTOGRAFIA
749001	ASESORIA Y GESTION EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS
749002	SERVICIOS DE TRADUCCION E INTERPRETACION PRESTADOS POR EMPRESAS
749003	SERVICIOS PERSONALES DE TRADUCCION E INTERPRETACION
749004	ACTIVIDADES DE AGENCIAS Y AGENTES DE REPRESENTACION DE ACTORES, DEPORTISTAS Y OTRAS FIGURAS PUBLICAS
749009	OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P.
750001	ACTIVIDADES DE CLINICAS VETERINARIAS
750002	ACTIVIDADES DE VETERINARIOS, TECNICOS Y OTRO PERSONAL AUXILIAR, PRESTADOS DE FORMA INDEPENDIENTE
771000	ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER
772100	ALQUILER Y ARRENDAMIENTO DE EQUIPO RECREATIVO Y DEPORTIVO
772200	ALQUILER DE CINTAS DE VIDEO Y DISCOS
772900	ALQUILER DE OTROS EFECTOS PERSONALES Y ENSERES DOMESTICOS (INCLUYE MOBILIARIO PARA EVENTOS)
773001	ALQUILER DE EQUIPOS DE TRANSPORTE SIN OPERARIO, EXCEPTO VEHICULOS AUTOMOTORES
773002	ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL, DE CONSTRUCCION E ING. CIVIL, SIN OPERARIOS
773003	ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA, SIN OPERARIOS (SIN SERVICIO ADMINISTRATIVO)
773009	ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.
774000	ARRENDAMIENTO DE PROPIEDAD INTELECTUAL Y SIMILARES, EXCEPTO OBRAS PROTEGIDAS POR DERECHOS DE AUTOR
781000	ACTIVIDADES DE AGENCIAS DE EMPLEO
782000	ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL (INCLUYE EMPRESAS DE SERVICIOS TRANSITORIOS)
783000	OTRAS ACTIVIDADES DE DOTACION DE RECURSOS HUMANOS
791100	ACTIVIDADES DE AGENCIAS DE VIAJES
791200	ACTIVIDADES DE OPERADORES TURISTICOS
799000	OTROS SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS (INCLUYE VENTA DE ENTRADAS PARA TEATRO, Y OTROS)
801001	SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRESAS
801002	SERVICIO DE TRANSPORTE DE VALORES EN VEHICULOS BLINDADOS
801003	SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR INDEPENDIENTES
802000	ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD (INCLUYE SERVICIOS DE CERRAJERIA)
803000	ACTIVIDADES DE INVESTIGACION (INCLUYE ACTIVIDADES DE INVESTIGADORES Y DETECTIVES PRIVADOS)
811000	ACTIVIDADES COMBINADAS DE APOYO A INSTALACIONES
812100	LIMPIEZA GENERAL DE EDIFICIOS
812901	DESRATIZACION, DESINFECCION Y EXTERMINIO DE PLAGAS NO AGRICOLAS
812909	OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES N.C.P.
813000	ACTIVIDADES DE PAISAJISMO, SERVICIOS DE JARDINERIA Y SERVICIOS CONEXOS
821100	ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA
821900	FOTOCOPIADO, PREPARACION DE DOCUMENTOS Y OTRAS ACTIVIDADES ESPECIALIZADAS DE APOYO DE OFICINA
822000	ACTIVIDADES DE CALL-CENTER
823000	ORGANIZACION DE CONVENCIONES Y EXPOSICIONES COMERCIALES
829110	ACTIVIDADES DE AGENCIAS DE COBRO
829120	ACTIVIDADES DE AGENCIAS DE CALIFICACION CREDITICIA
829200	ACTIVIDADES DE ENVASADO Y EMPAQUETADO
829900	OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.
841100	ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL
841200	REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS SANITARIOS, EDUCATIVOS, CULTURALES
841300	REGULACION Y FACILITACION DE LA ACTIVIDAD ECONOMICA
842100	RELACIONES EXTERIORES
842200	ACTIVIDADES DE DEFENSA
842300	ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PUBLICO Y DE SEGURIDAD
843010	FONDO NACIONAL DE SALUD (FONASA)
843020	INSTITUTO DE PREVISION SOCIAL (IPS)
843090	OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA N.C.P.
850011	ENSEÑANZA PREESCOLAR PUBLICA
850012	ENSEÑANZA PRIMARIA, SECUNDARIA CIENTIFICO HUMANISTA Y TECNICO PROFESIONAL PUBLICA
850021	ENSEÑANZA PREESCOLAR PRIVADA
850022	ENSEÑANZA PRIMARIA, SECUNDARIA CIENTIFICO HUMANISTA Y TECNICO PROFESIONAL PRIVADA
853110	ENSEÑANZA SUPERIOR EN UNIVERSIDADES PUBLICAS
853120	ENSEÑANZA SUPERIOR EN UNIVERSIDADES PRIVADAS
853201	ENSEÑANZA SUPERIOR EN INSTITUTOS PROFESIONALES
853202	ENSEÑANZA SUPERIOR EN CENTROS DE FORMACION TECNICA
854100	ENSEÑANZA DEPORTIVA Y RECREATIVA
854200	ENSEÑANZA CULTURAL
854901	ENSEÑANZA PREUNIVERSITARIA
854902	SERVICIOS PERSONALES DE EDUCACION
854909	OTROS TIPOS DE ENSEÑANZA N.C.P.
855000	ACTIVIDADES DE APOYO A LA ENSEÑANZA
861010	ACTIVIDADES DE HOSPITALES Y CLINICAS PUBLICAS
861020	ACTIVIDADES DE HOSPITALES Y CLINICAS PRIVADAS
862010	ACTIVIDADES DE CENTROS DE SALUD MUNICIPALIZADOS (SERVICIOS DE SALUD PUBLICA)
862021	CENTROS MEDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCION AMBULATORIA)
862022	CENTROS DE ATENCION ODONTOLOGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCION AMBULATORIA)
862031	SERVICIOS DE MEDICOS PRESTADOS DE FORMA INDEPENDIENTE
862032	SERVICIOS DE ODONTOLOGOS PRESTADOS DE FORMA INDEPENDIENTE
869010	ACTIVIDADES DE LABORATORIOS CLINICOS Y BANCOS DE SANGRE
869091	OTROS SERVICIOS DE ATENCION DE LA SALUD HUMANA PRESTADOS POR EMPRESAS
869092	SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD
871000	ACTIVIDADES DE ATENCION DE ENFERMERIA EN INSTITUCIONES
872000	ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICOMANOS
873000	ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD FISICA
879000	OTRAS ACTIVIDADES DE ATENCION EN INSTITUCIONES
881000	ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD
889000	OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO
900001	SERVICIOS DE PRODUCCION DE OBRAS DE TEATRO, CONCIERTOS, ESPECTACULOS DE DANZA, OTRAS PROD. ESCENICAS
900002	ACTIVIDADES ARTISTICAS REALIZADAS POR BANDAS DE MUSICA, COMPAÑIAS DE TEATRO, CIRCENSES Y SIMILARES
900003	ACTIVIDADES DE ARTISTAS REALIZADAS DE FORMA INDEPENDIENTE: ACTORES, MUSICOS, ESCRITORES, ENTRE OTROS
900004	SERVICIOS PRESTADOS POR PERIODISTAS INDEPENDIENTES
900009	OTRAS ACTIVIDADES CREATIVAS, ARTISTICAS Y DE ENTRETENIMIENTO N.C.P.
910100	ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS
910200	ACTIVIDADES DE MUSEOS, GESTION DE LUGARES Y EDIFICIOS HISTORICOS
910300	ACTIVIDADES DE JARDINES BOTANICOS, ZOOLOGICOS Y RESERVAS NATURALES
920010	ACTIVIDADES DE CASINOS DE JUEGOS
920090	OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.
931101	HIPODROMOS
931102	GESTION DE SALAS DE BILLAR, GESTION DE SALAS DE BOLOS (BOWLING)
931109	GESTION DE OTRAS INSTALACIONES DEPORTIVAS N.C.P.
931201	ACTIVIDADES DE CLUBES DE FUTBOL AMATEUR Y PROFESIONAL
931209	ACTIVIDADES DE OTROS CLUBES DEPORTIVOS N.C.P.
931901	PROMOCION Y ORGANIZACION DE COMPETENCIAS DEPORTIVAS
931909	OTRAS ACTIVIDADES DEPORTIVAS N.C.P.
932100	ACTIVIDADES DE PARQUES DE ATRACCIONES Y PARQUES TEMATICOS
932901	GESTION DE SALAS DE POOL, GESTION (EXPLOTACION) DE JUEGOS ELECTRONICOS
932909	OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.
941100	ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES
941200	ACTIVIDADES DE ASOCIACIONES PROFESIONALES
942000	ACTIVIDADES DE SINDICATOS
949100	ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS
949200	ACTIVIDADES DE ORGANIZACIONES POLITICAS
949901	ACTIVIDADES DE CENTROS DE MADRES
949902	ACTIVIDADES DE CLUBES SOCIALES
